journal,field,openalex_id,doi,title,publication_date,authors,cited_by_count,abstract
Journal of Financial Economics,finance,https://openalex.org/W7115899165,https://doi.org/10.1016/j.jfineco.2025.104221,Prospect theory in the field: Revealed preferences from mutual fund flows,2025-12-18,Bing Han; Pengfei Sui; Wenhao Yang,0,"Using mutual fund flows, we evaluate prospect theory with choice outcomes in the market. We provide strong support for prospect theory: under a standard set of parameters, funds whose past returns generate higher prospect theory value attract significantly larger future flows; we also find corroborative evidence using account-level data. Taking a revealed preference approach, we estimate the prospect theory parameters through a discrete choice model and find that our field-based estimates align well with previous experiment-based estimates. Moreover, we show that prospect theory offers a new framework for understanding flows, as it has explanatory power beyond existing drivers."
Journal of Financial Economics,finance,https://openalex.org/W4417502504,https://doi.org/10.1016/j.jfineco.2025.104224,Government bond risk and return in the US and China,2025-12-19,Jennifer N. Carpenter; Fangzhou Lu; Robert Whitelaw,3,
Journal of Political Economy,econ,https://openalex.org/W4406168960,https://doi.org/10.1086/734312,JPE Turnaround Times,2025-01-01,,0,
Journal of Political Economy,econ,https://openalex.org/W4406168970,https://doi.org/10.1086/734663,Front Matter,2025-01-01,,0,
Journal of Political Economy,econ,https://openalex.org/W4406169197,https://doi.org/10.1086/734664,Recent Referees,2025-01-01,,0,
Journal of Political Economy,econ,https://openalex.org/W3205472959,https://doi.org/10.1086/734725,"Climate Change, the Food Problem, and the Challenge of Adaptation through Sectoral Reallocation",2025-01-09,Ishan Nath,45,"This paper evaluates the potential for global reallocation between agricultural and nonagricultural production to contribute to climate change adaptation. Empirical estimates using a global sample of firms suggest that rising temperatures reduce productivity less in nonagriculture than angriculture, implying large potential gains if hot countries could increase food imports and shift labor toward manufacturing. However, model counterfactuals show that subsistence consumption needs and high trade barriers combine to create a “food problem” in which climate change instead intensifies agricultural specialization in especially vulnerable regions. Simulations suggest that reducing trade barriers can significantly reduce climate damages, especially in poor countries."
Journal of Political Economy,econ,https://openalex.org/W4406208576,https://doi.org/10.1086/734724,Estimating Discrete Games with Many Firms and Many Decisions: An Application to Merger and Product Variety,2025-01-09,Ying Fan; Chenyu Yang,3,
Journal of Political Economy,econ,https://openalex.org/W4406208741,https://doi.org/10.1086/734722,Estimating an Auction Platform Game with Two-Sided Entry,2025-01-09,Marleen Marra,1,This paper develops and estimates a structural auction platform model with endogenous entry of buyers and sellers to study the welfare impacts of fee changes. Estimates from a new wine auction dataset illustrate the striking feature of two-sided markets that some users can be made better off despite paying higher fees. The results also underscore the importance of addressing seller selection when endogenizing (buyer) entry onto auction platforms. Quantifying the welfare effects from (anticompetitive) fee changes through a model that accounts for important user interactions enables antitrust policy to be applied to such markets.
Journal of Political Economy,econ,https://openalex.org/W4406322203,https://doi.org/10.1086/734778,Induced Automation Innovation: Evidence from Firm-Level Patent Data,2025-01-13,David Hémous; Morten Olsen; Carlo Zanella; Antoine Dechezleprêtre,14,"Do higher wages induce more automation innovation? We identify automation patents in machinery. We show that a higher automation intensity predicts a decline in routine tasks across US sectors. Then, we estimate how innovating firms respond to changes in their downstream firms’ low- and high-skill wages. We compute these wages by combining macroeconomic data on 41 countries with innovating firms’ global market exposure. Higher low-skill wages increase automation innovation (but not other machinery innovation), with an elasticity of 2–5. Finally, we show that the German Hartz labor market reforms reduced automation innovations by foreign firms more exposed to Germany."
Journal of Political Economy,econ,https://openalex.org/W4406321535,https://doi.org/10.1086/734780,Colluding against Workers,2025-01-13,Vincent Delabastita; Michaël Rubens,6,"Empirical models of labor market competition usually assume that employers set wages noncooperatively, despite frequent allegations of collusive employer behavior. We propose an identification approach for labor market collusion that relies on production and cost data, and we use it to study how employer collusion affected wage markdowns of 227 Belgian coal firms between 1845 and 1913. We are able to detect collusion through the 1897 coal cartel without ex ante knowledge of its timing and find that it explains the fast growth in markdowns after 1900. We find that the cartel decreased both wages and employment by 6% to 17%."
Journal of Political Economy,econ,https://openalex.org/W4406322196,https://doi.org/10.1086/734779,Policy Uncertainty in the Market for Coal Electricity: The Case of Air Toxics Standards,2025-01-13,Gautam Gowrisankaran; Ashley Langer; Wendan Zhang,2,"Government policy uncertainty affects irreversible decisions including technology adoption and exit. This paper quantifies uncertainty surrounding the Mercury and Air Toxics Standards (MATS). We estimate a dynamic oligopoly model for coal-fired electricity generators that recovers generators’ beliefs regarding future MATS enforcement. We develop the approximate belief oligopoly equilibrium concept, where players understand that their decisions impact aggregate market states. MATS enforcement created substantial uncertainty: the perceived enforcement probability dropped to 43%. Resolving uncertainty early would increase profits by $1.39 billion but also increase pollution costs by $0.652–$1.776 billion. Had exit been unlikely, resolving uncertainty early would have decreased pollution."
Journal of Political Economy,econ,https://openalex.org/W4406321469,https://doi.org/10.1086/734781,German Long-Term Health Insurance: Theory Meets Evidence,2025-01-13,Juan Pablo Atal; Hanming Fang; Martin Karlsson; Nicolas R. Ziebarth,2,
Journal of Political Economy,econ,https://openalex.org/W4406650511,https://doi.org/10.1086/734873,Policy Experimentation in China: The Political Economy of Policy Learning,2025-01-21,Shaoda Wang; David Y. Yang,55,"Governments use policy experiments to facilitate learning, but the nature and effects of these experiments remain unclear. We analyze China's policy experimentation since 1980—among the most systematic in history—and document three facts. First, most experiments exhibit positive sample selection. Second, local politicians exert excessive efforts during experiments that are not replicable during policies’ national rollout. Third, the central government is not fully sophisticated when interpreting experimentation outcomes. These facts suggest that policy learning may be biased and national policies may be distorted. Thus, while China’s institutions enable experimentation at an unparalleled scale, the complex political environments can also limit effective policy learning."
Journal of Political Economy,econ,https://openalex.org/W4406651585,https://doi.org/10.1086/734874,"More Laws, More Growth? Evidence from US States",2025-01-21,Elliott Ash; Massimo Morelli; Matia Vannoni,16,"This paper analyzes the conditions under which more legislation contributes to economic growth. In the context of US states, we apply natural language processing tools to measure legislative flows for the years 1965–2012. We implement a novel shift-share design for text data, where the instrument for legislation is leave-one-out legal topic flows interacted with pretreatment legal topic shares. We find that at the margin, higher legislative output causes more economic growth. Consistent with more complete laws reducing ex post holdup, we find that the effect is driven by the use of contingent clauses, is largest in sectors with high relationship-specific investments, and is increasing with local economic uncertainty."
Journal of Political Economy,econ,https://openalex.org/W4406651325,https://doi.org/10.1086/734872,Asymmetric Information Sharing in Oligopoly: A Natural Experiment in Retail Gasoline,2025-01-21,David Byrne; Nicolas de Roos; Matthew S. Lewis; Leslie M. Marx; Xiaosong Wu,3,"Using a natural experiment from a retail gasoline antitrust case, we study how asymmetric information sharing affects oligopoly pricing. Empirically, price competition softens when, following case settlement, information sharing shifts from symmetric to asymmetric, with one firm losing access to high-frequency granular rival price data. We provide theory and empirics illustrating how strategic ignorance creates price commitment, leading to higher price-cost margins. Using a structural model, we find substantial profit-enhancing effects of asymmetric information sharing. These results provide a cautionary tale for antitrust agencies regarding the potential unintended consequences of limiting price information sharing among firms."
Journal of Political Economy,econ,https://openalex.org/W4406651575,https://doi.org/10.1086/734877,Optimal Fiscal Policy with Heterogeneous Agents and Capital: Should We Increase or Decrease Public Debt and Capital Taxes?,2025-01-21,François Le Grand; Xavier Ragot,5,International audience
Journal of Political Economy,econ,https://openalex.org/W4406650451,https://doi.org/10.1086/734870,Inattentive Economies,2025-01-21,George-Marios Angeletos; Karthik Sastry,3,
Journal of Political Economy,econ,https://openalex.org/W4406650393,https://doi.org/10.1086/734875,Panics and Early Warnings,2025-01-21,Deepal Basak; Zhen Zhou,1,"We study optimal adversarial information design in a dynamic regime change game. Agents decide when to attack, if at all. We assume (1) delay incurs a continuous cost and (2) agents doubt the correctness of their actions. The game may end in a “disaster” due to weak fundamentals or panic—agents attacking despite sound fundamentals. We propose a “timely disaster alert” that promptly warns about impending disasters, making waiting for and following the alert the unique rationalizable strategy, thereby eliminating panic. We relate this optimal policy to early-warning systems such as bank stress tests and debt sustainability analysis."
